日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
9/07,Python工程師(RD),滙訊科技有限公司,台北市松山區,"60,000",- 與開發團隊協同開發基於 Python 的Web應用程式- 協助功能測試及效能監控- 評估可行性與流程，協助客戶解決系統問題。,台北市松山區,經歷不拘,專科,,837z5,www.104.com.tw/job/837z5?jobsource=jolist_c_relevance
9/06,Python Data Scientist,BigGo_樂方股份有限公司,高雄市鼓山區中華一路828號13樓,待遇面議,"BigGo - Python 資料科學家BigGo是全球超過十二個國家上線的跨境的商品搜尋引擎，是目前台灣, 南美跟東南亞最大的比價服務網站。我們正在為全球市場招募Python 資料科學家我們擁有人類史上數量級最龐大的全球商品資料庫",高雄市鼓山區,經歷不拘,大學,員工45人,7op6q,www.104.com.tw/job/7op6q?jobsource=jolist_c_relevance
9/07,Python工程師(NLP),滙訊科技有限公司,台北市松山區,"60,000",工作內容- 與開發團隊協同開發基於 Python 的 NLP service- 因應業務需求，評估可行性與流程- 協助功能測試與錯誤排除,台北市松山區,經歷不拘,專科,,7n3ls,www.104.com.tw/job/7n3ls?jobsource=jolist_c_relevance
9/05,Data Engineer-Python,CTW株式会社,"台北市信義區信義區No. 45 號, City Hall Rd","1,000",作為數據工程師（Python），您將負責在我們的G123平台上設計和實施強大的數據流程，以確保最佳的時效性、數據品質和改進的用戶體驗。隨著 G123 平台不斷拓展遊戲服務，並在全球範圍內擴大，您將與廣告和運營部門密切合作，直接滿足數據需求。主要職,台北市信義區,經歷不拘,大學,員工215人,7rhzl,www.104.com.tw/job/7rhzl?jobsource=jolist_c_relevance
9/04,Python 工程師,台灣宸運雲端有限公司,台中市西屯區安和路168號6樓之一,"35,000",工作內容：- Python 監控與維運系統開發/DevOps。職務要求： - Python 實務開發經驗。- 熟悉 JSON 、RESTful Web Services。- 具有 Git 版本控制相關知識。- 熟悉 Linux 基本,台中市西屯區,1年以上,學歷不拘,員工70人,6guen,www.104.com.tw/job/6guen?jobsource=jolist_c_relevance
9/07,python工程師,億力資訊股份有限公司,台北市松山區,待遇面議,【應徵條件】1.  熟悉  Node.js、Python 等相關技術(任一技術者)2.  擅長  RDBMS 與 MongoDB、 RESTful API、Scalable 、DB Schema等技術 。3.  具有 Docker經驗尤,台北市松山區,2年以上,專科,員工180人,5z6t9,www.104.com.tw/job/5z6t9?jobsource=jolist_c_relevance
9/05,Python 工程師,加拿大商百德寶企業有限公司在臺辦事處,嘉義市東區興美六路150號4樓之1,"55,000",4.	熟悉Redis .	熟悉 python 自動化測試 ※ 可接受半或全遠端在家工作 ※ ※ 試用期過後依工作能力調整薪資,嘉義市,1年以上,學歷不拘,遠端工作,7tnyu,www.104.com.tw/job/7tnyu?jobsource=jolist_c_relevance
8/31,Python工程師,創昇資訊有限公司,台北市松山區復興南路一段,待遇面議,1.系統核心開發與維護2.針對需求可提出解決方案與技術可行性評估3.開發流程文件撰寫4.協助客戶解決技術問題.其他專案及主管交辦事項,台北市松山區,2年以上,專科,,82dtp,www.104.com.tw/job/82dtp?jobsource=jolist_c_relevance
9/07,Python軟體工程師,奇力速工業股份有限公司,新北市新莊區化成路83巷30號1樓,待遇面議,1. 熟悉Python程式語言2. 擁有通訊技術能力: 如RS232、TCP/IP、UART...3. 具備學習不同通信協定的能力4. 維護及修改公司既有產品. 具備良好之溝通、團隊合作之能力。6. 對新設備新領域開發有興趣者(嵌入式,新北市新莊區,經歷不拘,專科,距捷運幸福站約500公尺,6vayl,www.104.com.tw/job/6vayl?jobsource=jolist_c_relevance
9/04,短期專案 Python  軟體工程師,華威數位財金科技股份有限公司,台北市大安區台北市,待遇面議,- 此專案為期四個月，專案結束依公司安排- 專案駐點開發 Python 軟體工程師 - 金融產業 因應資安問題 軟體開發需在客戶端進行 團隊開發 (駐點)- 工作地點 大安區------(相關技能)------1.資料串接及ETL開,台北市大安區,2年以上,高中,員工100人,83pj0,www.104.com.tw/job/83pj0?jobsource=jolist_c_relevance
9/06,Python工程師,好項目股份有限公司,新北市板橋區許昌街42號8樓,"60,000","1.負責軟體之分析、設計以及程式撰寫。(python coding 至少1年經驗, 有3年為佳)2.規劃執行進行軟體之測試與修改設計，並控管軟體設計。（手動/自動測試的經驗)3..執行與維護量產的產品。4.英文中等以上。(Good",新北市板橋區,3年以上,大學,,83c6w,www.104.com.tw/job/83c6w?jobsource=jolist_c_relevance
9/04,python -PM  ( 新竹 ),億力資訊股份有限公司,新竹市,"50,000",1. 有Python Coding能力2. 熟悉或了解 Redfish 3. Reset API 架構能力,新竹市,2年以上,專科,員工180人,8021h,www.104.com.tw/job/8021h?jobsource=jolist_c_relevance
9/04,Python工程師,皇霖實業股份有限公司,台北市信義區,待遇面議,- 熟悉Python語言撰寫實務經驗1年以上。- 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定。- 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。- 配合公司專案需求至客戶端駐點服務。,台北市信義區,1年以上,專科,員工30人,77phe,www.104.com.tw/job/77phe?jobsource=jolist_c_relevance
9/07,Python工程師 ( 可立即上班，短期 ),歐立威科技股份有限公司,台北市大同區鄭州路87號11樓之1,待遇面議,1. 負責軟體之分析、設計以及程式撰寫。2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。3. 進行軟體之測試與修改。4. 熟悉Python，有處理資料流2-3年經驗. 具備程式碼修改及維護、故障排除、以及問題解決經驗與能力可配,台北市大同區,3年以上,專科,員工40人,83lhq,www.104.com.tw/job/83lhq?jobsource=jolist_c_relevance
9/04,Data Engineer | Python爬蟲工程師,新據點廣告事業股份有限公司,台北市信義區信義路4段415號14樓,"39,998",我們正在尋找一位熱衷於資料科學，具有豐富Python網路爬蟲經驗的夥伴。你將會加入我們的數據分析團隊，用你的專業技術來為我們的網紅產業資料作出深度挖掘與分析。你的主要任務是利用Python網路爬蟲工具，獲取及解析各大社群平台數據（YouTube、,台北市信義區,1年以上,學歷不拘,員工50人,81xrd,www.104.com.tw/job/81xrd?jobsource=jolist_c_relevance
9/04,Python研發工程師,聖璟科技有限公司,高雄市新興區中正三路,待遇面議,我們正在尋找一位熟練的Python研發人員，將負責開發高效、可靠的系統，以收集和分析網絡數據。以下是我們對理想候選人的期望條件：1. 具備python開發技能2. 熟悉Python 和 Selenium、BeautifulSoup、,高雄市新興區,2年以上,專科,員工10人,81niw,www.104.com.tw/job/81niw?jobsource=jolist_c_relevance
9/04,Python Backend Engineer(無經驗可),康翔科技股份有限公司,台北市大安區,待遇面議,工作內容 在 AWS 上開發與各種後端、雲系統和移動應用程序的集成 與團隊成員一起開發 API 服務 維護數據庫（AWS DynamoDB） 問題排查  要求 後端開發和系統集成經驗 在學期間學過Python尤佳 在 Azure,台北市大安區,經歷不拘,大學,員工30人,6wble,www.104.com.tw/job/6wble?jobsource=jolist_c_relevance
9/06,Software Engineer(Python),日新軟體股份有限公司,台北市內湖區瑞光路333號16樓,待遇面議,"We are looking for a Python Developer who is capable of developing interactive web pages, backend API servers, web-tracking",台北市內湖區,3年以上,大學,外商公司,6yfn5,www.104.com.tw/job/6yfn5?jobsource=jolist_c_relevance
9/05,python工程師,騰芯數位有限公司,台北市中山區松江路129號11樓,"45,000","在客戶端依照需求開發2年以上爬蟲, 資料處理經驗熟悉mssql, mysql",台北市中山區,2年以上,專科,距捷運松江南京站約200公尺,839w9,www.104.com.tw/job/839w9?jobsource=jolist_c_relevance
9/04,Python 工程師,明潤電腦有限公司,台中市西屯區台灣大道二段633號,待遇面議,1. 熟悉 Python 程式語言、有物件導向開發概念2. 熟悉爬蟲套件，例如 Selenium、BeautifulSoup、Scrapy 等3. 熟悉 Git版本管理4. 熟练並掌握常用的設計模式. 熟练常用的異步編程手段,台中市西屯區,3年以上,專科,,7uskr,www.104.com.tw/job/7uskr?jobsource=jolist_c_relevance
9/01,Python Engineer,財報雲數位科技股份有限公司,台北市中山區吉林路24號5樓之3,待遇面議,"職能要求：1.熟悉Python語言，具物件導向觀念2.具API規劃、設計與撰寫能力(含API設計文件撰寫)3.具備 Git 版本管控 (GitLab)使用經驗4.有兩年以上的團隊合作經驗.熟悉RESTFul, WebSocket使用方",台北市中山區,經歷不拘,大學,員工10人,807e5,www.104.com.tw/job/807e5?jobsource=jolist_a_relevance
9/04,Python工程師,皇霖實業股份有限公司,台北市信義區,待遇面議,- 熟悉Python語言撰寫實務經驗1年以上。- 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定。- 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。- 配合公司專案需求至客戶端駐點服務。,台北市信義區,1年以上,專科,員工30人,77phe,www.104.com.tw/job/77phe?jobsource=jolist_a_relevance
9/07,Python工程師 ( 可立即上班，短期 ),歐立威科技股份有限公司,台北市大同區鄭州路87號11樓之1,待遇面議,1. 負責軟體之分析、設計以及程式撰寫。2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。3. 進行軟體之測試與修改。4. 熟悉Python，有處理資料流2-3年經驗. 具備程式碼修改及維護、故障排除、以及問題解決經驗與能力可配,台北市大同區,3年以上,專科,員工40人,83lhq,www.104.com.tw/job/83lhq?jobsource=jolist_a_relevance
9/04,Data Engineer | Python爬蟲工程師,新據點廣告事業股份有限公司,台北市信義區信義路4段415號14樓,"39,998",我們正在尋找一位熱衷於資料科學，具有豐富Python網路爬蟲經驗的夥伴。你將會加入我們的數據分析團隊，用你的專業技術來為我們的網紅產業資料作出深度挖掘與分析。你的主要任務是利用Python網路爬蟲工具，獲取及解析各大社群平台數據（YouTube、,台北市信義區,1年以上,學歷不拘,員工50人,81xrd,www.104.com.tw/job/81xrd?jobsource=jolist_a_relevance
9/06,【開發部】Python Web Dev,唄粉智能科技股份有限公司,台北市內湖區瑞光路335號,"500,000",具備python開發技能(Python/Django)。使用工具- MySQL- Redis- Redmine- Git / Github- Jenkins- Codecov- Datadog,台北市內湖區,3年以上,大學,員工10人,82v31,www.104.com.tw/job/82v31?jobsource=jolist_a_relevance
9/02,Python工程師 - 自動化、爬蟲、自動測試,帕奇巨科技股份有限公司,新竹縣竹北市光明三路59號5樓,"500,000","公司上班時間為8個小時, 8:30 - 12:00 13:00 - 17:30凡具有下面【工作能力】且對【工作內容】有興趣學習者, 歡迎加入我們團隊【工作能力】以python為主要開發語言、具實作作品, 以下作品合計須至少能解說一個半小時",新竹縣竹北市,經歷不拘,專科,,83ogy,www.104.com.tw/job/83ogy?jobsource=jolist_a_relevance
9/07,第一事業群-產品開發一處-開發二組-開發工程師(Python自動測試),凱衛資訊股份有限公司,台北市松山區光復北路11巷29號2樓,"40,000",1.設計、開發和維護現有Python程式與其功能。2.撰寫自動化測試所需工具，並執行和維護測試腳本。3.建立自動測試平台系統，並遵循SDLC與CI/CD的最佳實踐提供技術支援和解決方案。,台北市松山區,1年以上,專科,上市上櫃,7zdoa,www.104.com.tw/job/7zdoa?jobsource=jolist_a_relevance
9/01,python工程師,領點資訊有限公司,雲林縣斗六市棒球二街66號,"30,000", Github  3. python以下加分：1.  PHP / MYSQL2. GCP以下特質：很有想法的人舉一反三很會團隊溝通每天都覺得很快樂的人福利薪資：保障底薪 及 績效獎金休假：勞基法之特休假保險：勞健保、公,雲林縣斗六市,經歷不拘,學歷不拘,,7mpui,www.104.com.tw/job/7mpui?jobsource=jolist_a_relevance
9/05,python工程師,騰芯數位有限公司,台北市中山區松江路129號11樓,"45,000","在客戶端依照需求開發2年以上爬蟲, 資料處理經驗熟悉mssql, mysql",台北市中山區,2年以上,專科,距捷運松江南京站約200公尺,839w9,www.104.com.tw/job/839w9?jobsource=jolist_a_relevance
9/04,Python 工程師,明潤電腦有限公司,台中市西屯區台灣大道二段633號,待遇面議,1. 熟悉 Python 程式語言、有物件導向開發概念2. 熟悉爬蟲套件，例如 Selenium、BeautifulSoup、Scrapy 等3. 熟悉 Git版本管理4. 熟练並掌握常用的設計模式. 熟练常用的異步編程手段,台中市西屯區,3年以上,專科,,7uskr,www.104.com.tw/job/7uskr?jobsource=jolist_a_relevance
9/05,TV/STB Test Engineer- Python 測試工程師-Python（工作地點：桃園市）,印度商威普羅股份有限公司台灣分公司,桃園市桃園區,待遇面議,"(1) Verify new software/firmware release on the latest test suite with specific devices.(2) Work closely with YouTube device partners to set up the golden devices and integrate them with the automation test system.(3) Follow up on bugs with both internal and external communication support(4) Provide first level of support directly to external partners regarding technical requirements, Certification, compliance policies, product issues and other communication support as needed.(5) Install & maintain devices in the Lab.(6) Integrate new automation test cases based on the hardware/software requirements.(7) Implement automation scripts with test platforms(8) Support YouTube living room partners onboarding on tools/services(9) Identify and analyze any quality related issues, report issues to help address improvements, and investigate potential solutions to improve manual processes.(10) Executing test cases (manual and/or automated) as per test plan and sharing test results/reports, such as bug status reports, with stakeholders.(11) Contribute to the maintenance and reporting of dashboards for device health monitoring.(12) Written reports with the details on log, expected/observed results, and recorded video if needed.",桃園市桃園區,1年以上,大學,外商公司,7ovbk,www.104.com.tw/job/7ovbk?jobsource=jolist_a_relevance
9/04,Python工程師  ( 新竹 ),億力資訊股份有限公司,新竹市,"45,000",1. 有Python Coding能力2. 熟悉或了解 Redfish 3. Reset API 架構能力,新竹市,2年以上,專科,員工180人,8020z,www.104.com.tw/job/8020z?jobsource=jolist_a_relevance
9/07,Python工程師,雙子數位科技有限公司,台北市內湖區,待遇面議,嗨～～哈囉～你是本公司要找的後端工程師高手嗎?就是你！別懷疑！！徵的就是你～本公司需要有在Python數據分析 實務上2-3年以上開發經驗的你唷～此職缺的職務內容有：• 負責各營運產品的模型運用、調整、流程優化• 開發新專案的原,台北市內湖區,經歷不拘,學歷不拘,,7g51e,www.104.com.tw/job/7g51e?jobsource=jolist_a_relevance
9/04,Python 後端工程師 Backend Engineer,紅樓創新技術股份有限公司,台北市中山區民生東路三段128號14樓,待遇面議,技術需求：1.熟悉Java或Python 或Go Lang等開發語言2.熟悉Spring Boot 或 django 或 fastapi 框架尤佳3.據資料庫相關經驗（MSSQL/Oracle/mySQL/Redis/Scylla/,台北市中山區,2年以上,大學,員工35人,7rmvj,www.104.com.tw/job/7rmvj?jobsource=jolist_a_relevance
9/04,Python軟體工程師_(R3),鈊象電子股份有限公司,新北市五股區五工路130號,"30,000",新技術的研究，負責技術分析與設計開發，為公司創新產品提供支持。必須條件:        1.具Python開發經驗。        2.爬蟲相關(Selenium、BeautifulSoup等) 。        3.RESTful API,新北市五股區,經歷不拘,專科,上市上櫃,7zlmp,www.104.com.tw/job/7zlmp?jobsource=jolist_a_relevance
9/06,Python後端工程師,阿爾發證券投資顧問股份有限公司,台北市中正區羅斯福路二段102號8樓之1,待遇面議,1. 大學資訊相關科系畢業2. 熟悉Python程式語言3. 熟悉 FastAPI 或 Flask 框架4. 瞭解WebService資料串接，與加解密原理. RESTful API 開發與串接6. 金融創新服務演算法開發7. 懂,台北市中正區,3年以上,大學,員工30人,6vazb,www.104.com.tw/job/6vazb?jobsource=jolist_a_relevance
8/14,Python影像辨識工程師,黑鏡科技股份有限公司,台中市西屯區福科路620巷18弄11號,待遇面議,1. 負責軟體之分析、設計以及程式撰寫。2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。3. 進行軟體之測試與修改。4. 熟悉Python或C#相關套件。。. 具有OpenCV或Halcon或其他OpenSoruce等等之影像分,台中市西屯區,1年以上,專科,,7ydgy,www.104.com.tw/job/7ydgy?jobsource=jolist_a_relevance
9/06,Python工程師/後端工程師,春水堂科技娛樂股份有限公司,台北市內湖區洲子街106號10樓,待遇面議,1.熟悉 Python 程式語言2.熟悉 MySQL或MongoDB操作3.具備web或後端開發經驗4.有資料分析或數據歸納相關經驗.尋找/測試/驗證資料處理的解決方案6.操作過ai相關api經驗尤佳,台北市內湖區,經歷不拘,大學,距捷運西湖站約320公尺,7in95,www.104.com.tw/job/7in95?jobsource=jolist_a_relevance
9/07,Python工程師,米約科技有限公司,台北市中山區建國北路二段1號,待遇面議,"1.熟悉數據結構和演算法2.熟悉 Python 編程語言， 有大型項目架構經驗優先3.熟悉至少一種關係型數據庫 MySQL， PostgreSQL4.熟悉至少一樣web框架， tornado/sanic/flask/Django, 並能掌握",台北市中山區,經歷不拘,學歷不拘,員工25人,6zey2,www.104.com.tw/job/6zey2?jobsource=jolist_a_relevance
9/07,Python 爬蟲工程師,KD_科定企業股份有限公司,新北市三重區光復路二段69號16樓,"45,000",1. 透過爬蟲獲取全球潛在客戶資訊2. 建立全渠道新客戶獲取管理流程3. 爬蟲數據與各系統間的流程設計與管理4. 研究爬蟲與反爬蟲相關技術. 其他主管交辦事項★ 分析海外資料，需多益750以上,新北市三重區,2年以上,大學,上市上櫃,83mmu,www.104.com.tw/job/83mmu?jobsource=jolist_a_relevance
9/01,Python資深後端工程師,華翰物產實業股份有限公司,台北市中山區樂群三路126號,"60,000",我們正在熟悉Python的後端工程師，此職位將1.與各部門(主要是資料部門)訪談以定義系統需求2.建置合適的資料庫架構以儲存公司內部資料3.建置合適的商業儀表板或互動式網頁顯示內部資訊4.須與資料工程師共同建立資料流並開發與維運相關API,台北市中山區,3年以上,大學,員工150人,824kp,www.104.com.tw/job/824kp?jobsource=jolist_d_relevance
9/01,Python 軟體工程師,阜爾集團_阜爾運通股份有限公司,新北市中和區中山路二段362-2號8樓,"34,000",1.協助開發、修改公司新舊系統專案2.現有系統包含：停車場系統應用、停車場系統桌面軟體 ( GUI、周邊硬體控制 )、醫院批價機系統桌面軟體 、客系統桌面軟體 ( GUI、周邊硬體控制 )必備技能：1. Git2. Python,新北市中和區,經歷不拘,大學,員工199人,80yp2,www.104.com.tw/job/80yp2?jobsource=jolist_d_relevance
8/25,Senior Software Developer(Python/Java/SQL),鼎世國際有限公司,美東地區,待遇面議,(Now the job  is paused) We are seeking a Senior Software Developer (Python/Java) to join our growing DSFederal team.  We,美東地區,3年以上,大學,員工160人,831h9,www.104.com.tw/job/831h9?jobsource=jolist_d_relevance
9/05,Senior Backend Engineer（Python）,創星物聯科技股份有限公司,台北市中山區民權東路二段46號3樓,"840,000",服務，主要使用 Python 和 FastAPI 框架進行開發。2. 設計和實現高效可靠的 RESTful API，提供給前端團隊和其他相關系統使用。3. 參與 Code Review，確保程式碼品質和標準。4. 負責雲端架構的管理和維護，包,台北市中山區,2年以上,高中,遠端工作,77w2o,www.104.com.tw/job/77w2o?jobsource=jolist_d_relevance
9/05,Python 軟體工程師,騰達電子有限公司,台北市內湖區瑞光路219號1樓,待遇面議,模組之設計，並控管軟體設計進度與維護量產的產品。主要技能要求 :1.	精通Python。2.	實務PyQt開發經驗尤佳 3.	熟悉多執行緒程式設計經驗.	熟悉物件導向程式設計6.	熟 Javascript、 Jquery、,台北市內湖區,1年以上,專科,員工6人,806fn,www.104.com.tw/job/806fn?jobsource=jolist_d_relevance
9/06,後端工程師（Python）,萬豪實体數位黃金股份有限公司,台北市中山區民權東路3段6號10樓,"35,000",工作內容：   1. 與產品經理、專案經理、溝通並設計 API 功能及規格  2. 與設計團隊及前端團隊溝通所需 API  3. 資料庫（MySQL）的建置與維護 必須條件：  ◎ 1 年以上的 Python 工作經驗   ◎ 熟悉,台北市中山區,經歷不拘,專科,員工22人,7t8ci,www.104.com.tw/job/7t8ci?jobsource=jolist_d_relevance
9/07,Python Automation QA Tester-新店/板橋/南港,印度商威普羅股份有限公司台灣分公司,台北市南港區,待遇面議,"Mandatory:- Scripting experience in Python, capability to understand, write & modify existing tests in Python-",台北市南港區,2年以上,大學,外商公司,83mol,www.104.com.tw/job/83mol?jobsource=jolist_d_relevance
9/07,python工程師,雄獅資訊科技股份有限公司,台北市內湖區石潭路151號,待遇面議,"工作內容：1. 負責公司之 Data Science API維護和新功能開發, 協助產品成效優化及發展方向2. 負責資料收集、資料清理等工作事項3. 熟悉資料庫設計、優化查詢職務需求：1.熟悉爬蟲框架如Selenium,動態、靜態2.熟悉Restful API,包含測試request與response正確性3..熟悉 Flask 、Fastapi、Django框架其中一項框架4.熟悉 Git 開發管理專案.熟悉 SQL 及 MongoDB 資料庫6.可處理大量請求測試",台北市內湖區,1年以上,大學,員工206人,71rxc,www.104.com.tw/job/71rxc?jobsource=jolist_d_relevance
8/29,[台南] 中階後端工程師 Mid Backend Engineer (Python/Django),"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",台北市大安區忠孝東路三段136號9樓之5,"50,000","▋What Skill/Experience You Must Have:▸ Python▸ Django/Django Rest Framework▸ Celery, redis▸ FastAPI2▸ PostgreSQL▋Our",台北市大安區,經歷不拘,大學,員工60人,7l9qs,www.104.com.tw/job/7l9qs?jobsource=jolist_d_relevance
9/06,Python工程師,BigGo_樂方股份有限公司,高雄市鼓山區中華一路828號13樓,"35,000",BigGo - Python 程式設計師 高雄 / Work From HomeBigGo是全球第一間跨境的商品搜尋引擎，是台灣跟東南亞最大的比價服務網站。我們正在為全球市場招募Python 工程師。BigGo 用了數十種不同的程式語言再各,高雄市鼓山區,經歷不拘,大學,員工45人,63ffy,www.104.com.tw/job/63ffy?jobsource=jolist_d_relevance
9/02,Python工程師 - 自動化、爬蟲、自動測試,帕奇巨科技股份有限公司,新竹縣竹北市光明三路59號5樓,"500,000","公司上班時間為8個小時, 8:30 - 12:00 13:00 - 17:30凡具有下面【工作能力】且對【工作內容】有興趣學習者, 歡迎加入我們團隊【工作能力】以python為主要開發語言、具實作作品, 以下作品合計須至少能解說一個半小時",新竹縣竹北市,經歷不拘,專科,,7k082,www.104.com.tw/job/7k082?jobsource=jolist_d_relevance
8/25,後端工程師(Python),詩嫚特集團_斯曼特企業股份有限公司,台北市松山區民權東路3段178號15樓,待遇面議,營男女仕SPA、醫美、保養品三大事業部。營業據點遍佈台北、新北、新竹、台中、台南、高雄六大都，員工人數約為２００人【職務說明】 想開發新專案不要錯過！  主要以Python為開發基礎，透過Kubernetes部署 、Kafka即時串流、或,台北市松山區,1年以上,大學,員工200人,7fywv,www.104.com.tw/job/7fywv?jobsource=jolist_d_relevance
9/05,Python後端工程師(台中總部),誠雲科技股份有限公司,台中市西屯區台灣大道四段925號16F-3,"30,000",- 熟悉 Python- 熟悉 Web 程式開發- 具Linux主機維護經驗佳- 有api server開發經驗佳其它條件 1. 網路應用程式開發有極大熱忱2. 思路清晰，有良好溝通協調能力3. 積極、認真與負責，喜好,台中市西屯區,經歷不拘,專科,員工30人,4cifp,www.104.com.tw/job/4cifp?jobsource=jolist_d_relevance
8/28,Python程式設計工程師（學期實習）,宥倍實業股份有限公司,高雄市橋頭區新莊路保金巷11號,待遇面議,我們是一群活潑年輕的開發團隊，具備工業自動化系統開發與數據分析的經驗，主要客戶群是日本企業與臺灣的上市櫃公司，如您具備以下特質與專長，歡迎您來與我們共同創造團隊價值：【實習職務】1. 對『Python 程式及SQL』有強烈興趣及意願者。2,高雄市橋頭區,1年以上,大學,員工60人,82boo,www.104.com.tw/job/82boo?jobsource=jolist_d_relevance
9/05,Python 軟體工程師 Python Software Engineer(金融交易資訊部),國泰綜合證券股份有限公司,台北市大安區敦化南路二段335號18樓,待遇面議,1.大學以上學歷、二年以上IT相關工作經驗。2.熟悉 Python 程式語言、熟物件導向開發，另有C#.net / ASP.net開發經驗尤佳。3.熟悉並有使用關聯式資料庫(MySQL)的經驗。4.熟悉Git版本管理及Gitflow，對於,台北市大安區,2年以上,大學,員工800人,7trxq,www.104.com.tw/job/7trxq?jobsource=jolist_d_relevance
9/04,Python Engineer - MAAS Hardware Lab,Canonical_英商科能有限公司台灣分公司,台北市松山區,"1,500","This role is office based at our location in Xizhi District, New Taipei City.This is a Python software engineering",台北市松山區,經歷不拘,專科,員工1000人,7vfie,www.104.com.tw/job/7vfie?jobsource=jolist_d_relevance
9/02,Data Engineer | Python爬蟲工程師,瑪樂愛迪科技股份有限公司,台北市信義區信義路四段415號8樓之4,"40,000",我們正在尋找一位熱衷於資料科學，具有豐富Python網路爬蟲經驗的夥伴。你將會加入我們的數據分析團隊，用你的專業技術來為我們的網紅產業資料作出深度挖掘與分析。你的主要任務是利用Python網路爬蟲工具，獲取及解析各大社群平台數據（YouTube、,台北市信義區,1年以上,學歷不拘,員工22人,77ymq,www.104.com.tw/job/77ymq?jobsource=jolist_d_relevance
9/04,Python軟體工程師,鈊象電子股份有限公司,新北市五股區五工路130號,"30,000",1. 機台/手機/線上遊戲平台、Server開發及維護2. 優化及改善既有遊戲效能3. 管理資料庫遊戲數據4. 負責專案相關程式技術文件的撰寫與維護. 參與新技術的研究分析與設計開發,新北市五股區,經歷不拘,大學,上市上櫃,7f9ff,www.104.com.tw/job/7f9ff?jobsource=jolist_d_relevance
9/04,Python程式設計師,綠界科技股份有限公司,台北市南港區三重路19-2號6樓之2,"40,000",1.維護及開發現有專案2.懂基本的版本控管佳3.串接外部系統API (如綠界金流、物流、電子發票)4.新技術的研究與導入.懂下列相關技術佳：Python Web Framework(Pyramid、Django、Flask擇一)、,台北市南港區,1年以上,大學,上市上櫃,7x49c,www.104.com.tw/job/7x49c?jobsource=jolist_d_relevance
9/05,Python Engineer,瞬聯科技股份有限公司,台北市大安區和平東路二段339號6樓,待遇面議,"We are seeking an experienced software engineer to work with our development team & US clients. You will be directly working with cross-country elite engineers in the world.  Also, you will be joining the backend software team that is responsible for the development, design, diagnose and troubleshooting, and bug fixing software modules to improve product performance and stability.",台北市大安區,2年以上,大學,外商公司,744ew,www.104.com.tw/job/744ew?jobsource=jolist_d_relevance
9/01,Python軟體工程師 (Acoustics)(派駐海外),鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,新北市土城區自由街2號,待遇面議,1.廠測程式開發，問題排除，整體效能優化2.On Site協助工廠完成生產測試程式驗證及導入3.開發Lab自動化測試腳本4.與產線人員協力解決程式bug及更新.撰寫測試程式說明文件,新北市土城區,經歷不拘,大學,員工1000人,7a7hl,www.104.com.tw/job/7a7hl?jobsource=jolist_a_relevance
9/06,Python資料分析工程師 - 金融Fintech專案,一騰資訊服務股份有限公司,台北市大安區,待遇面議,工作內容主要著重於外部資料爬蟲、Hadoop 資料串接客製化 ETL、Data API 的 Python 開發Python Engineer  【職務條件】1.熟悉結構/半結構/非結構資料的分散式 ETL：使用 Kafka、Spark、,台北市大安區,經歷不拘,專科,員工60人,7k37i,www.104.com.tw/job/7k37i?jobsource=jolist_a_relevance
9/07,【開發部】Python爬蟲開發工程師,唄粉智能科技股份有限公司,台北市內湖區瑞光路335號,"600,000",1. 具備python開發技能(爬蟲、數據整理)。2. 解析以及獲取各大社群平台數據 (e.g. Facebook、IG、Youtube...etc)。3. 熟悉Python 和 Selenium、BeautifulSoup、django。,台北市內湖區,3年以上,大學,員工10人,80oen,www.104.com.tw/job/80oen?jobsource=jolist_a_relevance
9/04,Python 後端工程師,光禾感知科技股份有限公司,台北市大安區忠孝東路4段325號8樓,待遇面議, Test）。[ 基本條件 ]1. 有以 Python 作為後端開發一年以上的經驗。2. 了解 SQL 或 NoSQL 資料庫，使用 MSSQL／MongoDB 尤佳。3. 基本資料結構及演算法等。4. 基本 Git 版本控制。. 基本,台北市大安區,經歷不拘,專科,員工50人,71j4l,www.104.com.tw/job/71j4l?jobsource=jolist_a_relevance
9/06,Python 工程師,岳鼎股份有限公司,台北市內湖區舊宗路2段113號3樓,待遇面議,統設備，使用的技術以 Python 為主，需要熟練 Linux/Git 操作，具體技能如下：1.熟悉 Python 程式語言2.熟練 Linux 命令列操作3.熟悉git操作4.具備團隊精神、良好的表達和溝通能力，樂於與團隊溝通.科系,台北市內湖區,2年以上,專科,員工20人,7ivx2,www.104.com.tw/job/7ivx2?jobsource=jolist_a_relevance
